pathway	N_GC	N_ChG	RA_GC	RA_ChG	P_wilcoxon	FDR_wilcoxon	Beta	SE	P_maaslin	FDR_maaslin	FC	FC_lower	FC_upper	Beta_ancombc	SE_ancombc	P_ancombc	FDR_ancombc	FC_ancombc	FC_lower_ancombc	FC_upper_ancombc	passed_ss_groupGC	N_GC_V	N_ChG_V	RA_GC_V	RA_ChG_V	P_wilcoxon_V	Beta_V	SE_V	P_maaslin_V	FC_V	FC_lower_V	FC_upper_V	Concordance
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)	106	106	176.23854245283	129.67289245283	0.0182686278312611	0.0402072925036239	0.157175823399736	0.067055210014138	0.0200135548848172	0.0520014879647855	1.11510210960676	1.0644591705306	1.1681544480749	0.090917869972502	0.112004619991791	0.417863858960211	0.557833953967679	1.09517905447883	0.979134020989877	1.22497751651665	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
PWY0-1338: polymyxin resistance	100	97	48.88506984	33.9886858865979	0.0185813319839016	0.0407137629691711	0.704298088227823	0.40861256580854	0.0862459062144956	0.157592012143574	1.62935174641556	1.2274680921792	2.162815579861	0.385693851042363	0.18868819160954	0.042289933580605	0.109534118425507	1.47063436870946	1.21775093246601	1.77603267529408	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-6215: 4-chlorobenzoate degradation	90	78	3.43338030222222	2.18016126666667	0.0188617908816226	0.0411454110824776	1.06471295088803	0.449722785177906	0.0188177300004926	0.0497578411090091	2.09175364763893	1.53154755709595	2.85687068752033	0.226421170363056	0.165785490378233	0.173865756467166	0.300757255923905	1.25410374539429	1.06251174936888	1.48024358803205	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-5941: glycogen degradation II	106	106	512.49789245283	492.144933962264	0.0202296259273981	0.0439348263533359	-0.0985770735031834	0.042559650877862	0.0215114512193102	0.0541078849546935	0.93395369360233	0.906804386900969	0.961915838072246	-0.164835862177977	0.108818193043556	0.131331243680519	0.241590683337672	0.848032886936084	0.760595153674898	0.945522429179902	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY66-389: phytol degradation	105	105	50.0775125047619	32.7476991495238	0.0209021906066647	0.0451327335120097	0.415859334907012	0.23752551824853	0.081440810025283	0.152084542963881	1.33409308710888	1.13157626128398	1.57285410269405	0.353259729011447	0.196521558181902	0.073696819207388	0.16076341535063	1.42370087183697	1.16968931502063	1.73287397468753	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation	104	106	55.8887742307692	57.2293986792453	0.0209642920370187	0.0451327335120097	-0.428243732920205	0.173939827758877	0.0146212448534626	0.041666322039058	0.74316592908646	0.658756153980542	0.838391557813445	-0.298750160660668	0.109169143580757	0.00674519671510647	0.029743780571979	0.741744703293823	0.665032541962629	0.827305688291203	TRUE	50	50	72.562566	80.4858	0.366477916658548	-0.164361342997912	0.113301143931905	0.150068088560369	0.892323448688585	0.824926514487947	0.96522674819555	TRUE
PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis I	105	105	98.4079595238095	73.3283742857143	0.021277216816206	0.0456072516973459	0.26375626155477	0.191803917633787	0.17055488753865	0.262761123614232	1.2006005729458	1.05113818660622	1.37131516495631	0.19723912108392	0.11822162096755	0.096744029964126	0.198680898970443	1.21803526379826	1.0822232609376	1.37089079250685	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
PHOTOALL-PWY: oxygenic photosynthesis	24	36	0.5785695125	1.35324236111111	0.0229616763123821	0.0490047897056466	-0.928283221828062	0.411638295531194	0.0251587544621519	0.0591247466767461	0.525483284475505	0.395042145648243	0.698995500366284	-0.784075880347276	0.123225709732294	3.4119566590674e-08	2.40299233274318e-06	0.456541405788521	0.403611866185203	0.516412109409385	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-7317: superpathway of dTDP-glucose-derived O-antigen building blocks biosynthesis	9	20	1.25910544444444	1.580073	0.0237928050822835	0.0505597107998524	-0.833421101359374	0.356430614610221	0.0203151497854631	0.0521633793970486	0.561196882052968	0.438347912906124	0.718474825939049	-0.515885101635807	0.103508700220339	3.17955717196666e-05	0.000783760842889782	0.596971979837958	0.538270637375102	0.662075023169629	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-6595: superpathway of guanosine nucleotides degradation (plants)	106	106	26.0655737735849	17.1316552264151	0.0244231382337001	0.0516764255331079	0.293204757464746	0.135654199776436	0.0317946981154653	0.0712490280496563	1.22535923119625	1.11539179055681	1.34616845685077	0.226974878274844	0.168025218675211	0.178200990148077	0.305045444940979	1.25479834484518	1.0607218422339	1.48438433483205	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA	104	100	117.043759442308	86.86979599	0.0249931120766891	0.0526564284350757	0.714531938904445	0.344018607825171	0.0390166653327403	0.0843649824957938	1.64095074901832	1.29281274967299	2.08283787531093	0.245393385528507	0.168757806724603	0.147466193560959	0.26057646389087	1.27812400981072	1.07964855787489	1.51308587645419	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-6607: guanosine nucleotides degradation I	106	106	27.1175230849057	18.4563171603774	0.0252882050781116	0.0529089508365951	0.296268600196494	0.137650794137417	0.0325128340955665	0.0725286299054944	1.22796428437233	1.11621721828157	1.35089860557382	0.230039581255838	0.169904782212893	0.177213221200641	0.304846058829483	1.25864982788439	1.06197969074323	1.4917416999987	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome)	106	106	175.065082735849	120.626068018868	0.0254349317409189	0.0529089508365951	0.371551933434453	0.153293950531112	0.0162065363117674	0.0451402395576347	1.29374378621149	1.16332804941312	1.43877987400478	0.305302693810735	0.148071892710275	0.0404527725284428	0.106648218484077	1.35703570715379	1.17026568134087	1.57361353054494	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	106	106	323.20463490566	295.318009433962	0.0254349317409189	0.0529089508365951	-0.0682287575289479	0.0330540250776409	0.040231626966895	0.0862356178029531	0.953808300198018	0.932203747302821	0.975913555549252	-0.134487587383622	0.10318140541198	0.193862284137331	0.322995143670266	0.874163729468255	0.78846363504783	0.969178782571872	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-7312: dTDP-&beta;-D-fucofuranose biosynthesis	56	63	9.51325032142857	14.9264579047619	0.0260484925042849	0.0539575916160187	-1.08550113597678	0.614456061598495	0.078747131704447	0.1487445821084	0.471228553110257	0.307795234986768	0.721441802943871	-0.992026682553634	0.201660696547716	2.86702381929147e-06	0.000141344274291069	0.37082438562463	0.303101550608108	0.453678724830008	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-5850: superpathway of menaquinol-6 biosynthesis	102	99	97.6491525490196	74.695165959596	0.026624995100485	0.0549210149980715	0.636884358730557	0.376148800276257	0.0919057032204954	0.164164897419218	1.55496742614771	1.19808939512541	2.01814965245339	0.272664711393905	0.14768020208893	0.06633113579961	0.148957374482654	1.31345978288817	1.13313089994568	1.52248659122025	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
DHGLUCONATE-PYR-CAT-PWY: glucose degradation (oxidative)	49	33	1.25516046938776	1.62467278787879	0.0267927410915729	0.0550367556589393	1.02347691440097	0.471089374243467	0.0309319137289381	0.0699515296714058	2.03281216545283	1.46651064184434	2.81779428127166	-0.0608750117543737	0.122035488936781	0.619267749904028	0.740634478225694	0.940940838971299	0.832842691246847	1.06306949889724	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-5367: petroselinate biosynthesis	106	105	56.2716231132075	35.4847818761905	0.0269431710422999	0.055116113376987	0.57515310921604	0.20227674395168	0.00490441816859684	0.0188896731024863	1.48983556684208	1.29493202222119	1.71407454456209	0.416081314705154	0.185004809974074	0.0255535280986747	0.0792320085072116	1.51600913769476	1.2599556283286	1.82409892372385	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-7118: chitin deacetylation	104	106	105.206872153846	68.948862754717	0.027253865101229	0.0555213036979583	0.327124235415264	0.248341798782037	0.189195676552902	0.28611493417356	1.25451023004584	1.05612634586223	1.4901587517967	0.467845915128386	0.189435464004008	0.0143283758583647	0.0522375654437348	1.59655137931899	1.32102830349992	1.9295395110401	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-6565: superpathway of polyamine biosynthesis III	39	53	1.24758933333333	1.27944154339623	0.0278859104068378	0.0565751186443252	-1.01978046312469	0.487361901734238	0.0375996481538927	0.08202047141535	0.493191396145295	0.351807375836707	0.691394694762298	-0.308317732006883	0.139251405647777	0.0293478045907466	0.0866375309175932	0.734681848982444	0.639180023314932	0.844452892042775	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
TRNA-CHARGING-PWY: tRNA charging	106	106	482.082462264151	450.94387735849	0.0282047652472815	0.0569874969955319	-0.0852328970156129	0.0393803728746154	0.03156571172261	0.071058885293364	0.942632352694084	0.917249889069606	0.96871720883703	-0.151491667759733	0.109767401336448	0.169018608793574	0.295482887004369	0.859425043179045	0.770081389480591	0.959134209620994	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-561: superpathway of glyoxylate cycle and fatty acid degradation	104	100	121.908806403846	90.0890486	0.0286866010884005	0.0577244666799244	0.704570830778142	0.342454546054986	0.0408818311854017	0.0872499687203595	1.62965980567077	1.2853099323956	2.06626512040482	0.232724196386031	0.163434561095094	0.156001070923896	0.27369582905865	1.26203335796183	1.07174657983148	1.48610522914739	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-5030: L-histidine degradation III	106	106	63.7380674528302	75.0042279245284	0.0295169393439888	0.0591538662462865	-0.354717518907667	0.166728835094254	0.0345437888746567	0.0760271781928829	0.782022748953898	0.696673043008361	0.877828683080065	-0.420987075086733	0.202044592610986	0.0384034871453425	0.10402702836623	0.656398585249128	0.536316038449814	0.80336792455886	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
KETOGLUCONMET-PWY: ketogluconate metabolism	106	104	56.594751254717	38.3419211730769	0.0330291120499983	0.0658341720660798	0.655690347506073	0.246823955220079	0.00850179811039274	0.0279425764561575	1.57536960674236	1.32764219999671	1.86932096452924	0.411373240337313	0.203455287016786	0.044463951134736	0.112593317864728	1.50888842949715	1.23111215674052	1.84933946123824	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-5189: tetrapyrrole biosynthesis II (from glycine)	106	105	73.6824086792453	54.9001045047619	0.0332137948609215	0.0658341720660798	0.411962875321573	0.180785428125556	0.02368818084322	0.0581008614711814	1.33049480319544	1.17379254239205	1.50811694349548	0.243063792342157	0.149406312715938	0.105272638226634	0.211056263105391	1.27514996632688	1.09818353125665	1.48063360116392	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-6478: GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis	69	78	4.17647355652174	6.3004181025641	0.0332509307189734	0.0658341720660798	-1.00046986946574	0.538523974600061	0.0645972030506852	0.126374686920587	0.4998371821677	0.344125368766628	0.726006366728446	-0.573021911203962	0.197554799712516	0.00430548822091831	0.0212260569291273	0.563819050615394	0.462746120603488	0.686968313040132	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type	106	106	137.539700943396	109.591657075472	0.0351091510183481	0.0692352458081825	0.200569624669955	0.0947876819547349	0.0355236678962181	0.0778363034348245	1.14915198940692	1.07607746791036	1.22718887267686	0.134314757805298	0.119891505763177	0.263864453342301	0.400351577709344	1.14375276810447	1.01452776902893	1.2894377408701	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-6609: adenine and adenosine salvage III	106	106	461.98508490566	441.249858490566	0.0360909569119511	0.0708878157672983	-0.115273442170394	0.0467790274780943	0.0145347715251925	0.0416607114065109	0.923207313429607	0.893752656706474	0.953632682570955	-0.181532285243374	0.11373967380746	0.111985149517336	0.219954895267118	0.833991319256111	0.744329132892991	0.934454248607979	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-5896: superpathway of menaquinol-10 biosynthesis	101	99	97.7783524752475	74.6841043434344	0.0375903028525499	0.0735397591520123	0.525905619364993	0.390273022343927	0.179260793359162	0.274458295422567	1.43983712176268	1.09857441422341	1.88711015873363	0.266200481236812	0.147684207058177	0.0729878732456983	0.160638488884506	1.30499665980739	1.12582519583325	1.51268268680734	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-5723: Rubisco shunt	106	106	145.858825754717	104.998583613208	0.0383335828442509	0.0746974558980857	0.416748069485892	0.200996554100752	0.0393542615635235	0.0847233665974545	1.33491517347858	1.16130869505863	1.53447444935679	0.350519995588715	0.190945489343233	0.067815069555235	0.150598330138427	1.41980564934655	1.17301165565938	1.7185234879727	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	106	106	201.996856603774	156.55982509434	0.0393914840568543	0.0761568691765849	0.155189882649323	0.0627952907313865	0.0142555791702236	0.0410994183094749	1.11356817266636	1.06613829597274	1.16310808819046	0.0889324293990565	0.108321643566205	0.412575398378016	0.555311874755866	1.09300679870483	0.980797547643153	1.21805347585315	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	106	106	201.996856603774	156.55982509434	0.0393914840568543	0.0761568691765849	0.155189882649323	0.0627952907313865	0.0142555791702236	0.0410994183094749	1.11356817266636	1.06613829597274	1.16310808819046	0.0889324293990565	0.108321643566205	0.412575398378016	0.555311874755866	1.09300679870483	0.980797547643153	1.21805347585315	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis	106	106	129.234097330189	133.186289622641	0.041806368219788	0.0805099200482636	-0.284328496711662	0.107813885742012	0.00898405740937979	0.0291362958797676	0.821123712412111	0.761997208433099	0.884838085525143	-0.350617118039353	0.126975358067606	0.00626706989630665	0.0283455546686163	0.704253348143662	0.620274922333792	0.799601532342231	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-4984: urea cycle	106	105	46.3389219811321	53.1644114285714	0.0422586382150139	0.0810642359533146	-0.257134063319531	0.192128613692727	0.182231744159183	0.277284721822461	0.836748483705651	0.732417071183164	0.955941706618976	-0.427940354442339	0.192888588202948	0.0275906479970988	0.0839821543840864	0.65185029361352	0.537498697281659	0.790529925808123	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-7723: bacterial bioluminescence	70	67	8.15817014285714	4.69378240298508	0.0440793214894081	0.0842290910630937	0.631749376567371	0.587020623809453	0.283074329571169	0.377177417509693	1.54944267102099	1.03148922638426	2.32748198369092	0.542511602866495	0.137095183119921	0.000122000328187295	0.00171846176560961	1.72032220688642	1.4999269692355	1.97310172842282	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-6981: chitin biosynthesis	16	7	7.586892	23.1963931428571	0.045135231512676	0.0859137804469083	0.66284347219779	0.35523206867548	0.0634433675399561	0.125110320788793	1.58319995028791	1.23765687742141	2.02521565412688	-0.129400711709616	0.120322319414882	0.294374389108338	0.437128234428947	0.878621820944086	0.779016516522879	0.990962691888483	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-6901: superpathway of glucose and xylose degradation	106	106	261.846554716981	218.522338679245	0.0460279712743619	0.08727611476254	0.0461890858812053	0.0339253544356678	0.174817327967493	0.268488918031071	1.03253385498912	1.00853680331994	1.05710189076806	-0.0200694358634298	0.0877267891671203	0.819268735068805	0.897042277373638	0.980130614728422	0.897810529104392	1.06999861416886	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-801: homocysteine and cysteine interconversion	102	97	24.1609481568627	19.7156481257732	0.0464933688450698	0.0878208078184651	0.727521571045311	0.373738234995329	0.0529156522477631	0.107799241975815	1.65579213504159	1.27790743264534	2.14541955420841	0.24258280968181	0.193357266237302	0.211116470691537	0.344637152486516	1.27453678877944	1.05045724776971	1.54641612440789	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	106	106	398.254235849057	384.517896226415	0.0472624556175303	0.0889327886238261	-0.0802206162394987	0.0455304311624478	0.0795391524925943	0.149347933368592	0.945912987101132	0.916526787618165	0.976241383508093	-0.146479363074118	0.111441739345022	0.190144384662152	0.318847556593337	0.863743557162607	0.772656190406425	0.965569087264392	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	106	106	177.559685849057	172.844561320755	0.0475126650509166	0.0890636649053304	-0.0837321339144206	0.057677507820162	0.148069167166201	0.233220764897563	0.943613435925064	0.906632861221924	0.982102408309191	-0.149991072320323	0.102042863263365	0.143090033348295	0.255591979857642	0.860715660584468	0.777218362262633	0.953183152053501	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-5838: superpathway of menaquinol-8 biosynthesis I	105	105	112.973950095238	88.742135047619	0.0478899965484938	0.0894309405242706	0.211286192846692	0.188181683974015	0.262813941331891	0.359326227233778	1.15771985545853	1.0161437498118	1.31902131363911	0.144267484125534	0.110697723305809	0.193928118714805	0.322995143670266	1.15519306300914	1.03413958363504	1.2904167231794	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-1861: formaldehyde assimilation II (assimilatory RuMP Cycle)	106	106	86.3151043018868	100.770272122642	0.0482699846346408	0.0898003865089732	-0.286017849513162	0.162406224470871	0.0796724269288839	0.149347933368592	0.820162763801611	0.73284293091286	0.917886945144978	-0.352287742821598	0.196379285899105	0.0742653332485816	0.161289908773351	0.703077787281244	0.577719380700938	0.855637514477255	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis	103	105	84.7494849514563	61.4069671428572	0.0502070298548707	0.0930528786407942	0.0670423142381855	0.247354108567996	0.786628183137881	0.837075076891105	1.04756685177963	0.882512247696452	1.24349130769792	0.202521267355617	0.128683494012547	0.11706971547974	0.228029317456364	1.2244861264269	1.07663213289666	1.39264492299512	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	106	106	487.301490566038	450.188283018868	0.0508679943384056	0.0935743328687834	-0.0626871958186677	0.03316178617744	0.0600890538831593	0.119934832244524	0.957479035660169	0.935721441876788	0.979742541637133	-0.128945934952685	0.105227763454193	0.221797702009977	0.356176765768465	0.879021488599275	0.79122436954635	0.976560893672047	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	106	106	487.301490566038	450.188283018868	0.0508679943384056	0.0935743328687834	-0.0626871958186677	0.03316178617744	0.0600890538831593	0.119934832244524	0.957479035660169	0.935721441876788	0.979742541637133	-0.128945934952685	0.105227763454193	0.221797702009977	0.356176765768465	0.879021488599275	0.79122436954635	0.976560893672047	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)	106	106	398.402537735849	381.924644339623	0.0516698675214987	0.0946960769074306	-0.0754734480403813	0.0433579527036615	0.0831998142254851	0.154449406722626	0.94903062724464	0.920933314958601	0.97798517744886	-0.141732191737737	0.11033236345902	0.200349727203545	0.331451058762911	0.86785364374314	0.777194564501451	0.969088026807525	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
THREOCAT-PWY: superpathway of L-threonine metabolism	93	91	40.3647985376344	28.7716603296703	0.0540021053175202	0.0986038441538425	0.546015369813259	0.50681083800866	0.282557576623776	0.377177417509693	1.46004756525078	1.02754710506767	2.07458994559121	0.348802029019663	0.183654978810121	0.0591167604878164	0.134928532039322	1.41736856472078	1.17956656146871	1.70311173093722	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-5659: GDP-mannose biosynthesis	106	106	160.22954245283	153.808005660377	0.0547011097003486	0.0995116128497116	-0.119439432447978	0.0493845041547811	0.0164346523712603	0.0452641542962643	0.920545264362308	0.889567547822548	0.952601728574876	-0.185698841824587	0.0963551751431248	0.0552999383874798	0.129207912914822	0.830523676318021	0.754232942056229	0.91453122565068	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	106	106	100.764491509434	80.6114547169812	0.0558395311493584	0.101047953605032	0.0922741635674365	0.059638842580651	0.123316864275843	0.206085471484714	1.06604930424954	1.0228788775866	1.11104173132631	0.026016115226184	0.0966877520717346	0.788137271341916	0.881069557305135	1.02635748832324	0.931767800114448	1.13054957866949	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-6174: mevalonate pathway II (haloarchaea)	18	9	8.817395	2.53508955555556	0.0561605259386991	0.101047953605032	0.784006121463843	0.394047518777144	0.0479299442608083	0.0997023735045507	1.72190568283796	1.31035580340472	2.26271305311561	0.600722625855424	0.108962043631295	9.94158777051919e-06	0.000326746851391064	1.82343598640634	1.63519257816598	2.03334998025179	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-8125: mevalonate pathway IV (archaea)	18	9	8.817395	2.53508955555556	0.0561605259386991	0.101047953605032	0.784006121463843	0.394047518777144	0.0479299442608083	0.0997023735045507	1.72190568283796	1.31035580340472	2.26271305311561	0.600722625855424	0.108962043631295	9.94158777051919e-06	0.000326746851391064	1.82343598640634	1.63519257816598	2.03334998025179	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-6349: CDP-archaeol biosynthesis	17	8	13.7484462352941	13.30047875	0.0570368930072739	0.102251593645767	0.753701742595233	0.406728352694198	0.0652732577268076	0.127192553594135	1.68611360361288	1.27188954688692	2.23524054525558	-0.122774152049413	0.116711445409763	0.303751438868905	0.447013311529463	0.884463394250436	0.787032608529605	0.993955634481917	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-8004: Entner-Doudoroff pathway I	106	106	159.47033490566	131.415330188679	0.0581756195321877	0.103281033100841	0.060928159154273	0.0459102096279981	0.185911505329645	0.282013452700046	1.04313664791227	1.01046401826188	1.0768657236201	-0.00533025917095526	0.0900428759973748	0.952851571735986	0.98481305003321	0.994683921453804	0.909033678743311	1.08840423268641	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-hydroxypentadienoate	98	94	62.4421395102041	43.0393295744681	0.0583677261543486	0.103281033100841	0.681737748053118	0.469039319881449	0.147584184270324	0.233220764897563	1.60407071951292	1.15885368715402	2.22033454414571	0.272958759428807	0.21741774561807	0.210854501173987	0.344637152486516	1.31384605994547	1.0571123723901	1.63293091096016	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate	98	94	62.4421395102041	43.0393295744681	0.0583677261543486	0.103281033100841	0.681737748053118	0.469039319881449	0.147584184270324	0.233220764897563	1.60407071951292	1.15885368715402	2.22033454414571	0.272958759428807	0.21741774561807	0.210854501173987	0.344637152486516	1.31384605994547	1.0571123723901	1.63293091096016	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
P621-PWY: nylon-6 oligomer degradation	96	87	13.79855340625	11.1303776091954	0.0584491039252226	0.103281033100841	0.894349854533793	0.46490909656953	0.0557431102418136	0.112628497332845	1.85877204734456	1.34671144043558	2.56553365498402	0.0654772348857149	0.20940109038411	0.754877588437009	0.84966815319508	1.06766843144298	0.865953683160493	1.31637049609804	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	106	106	72.9218738679245	71.839841509434	0.058772163533871	0.103480987936423	-0.201046178965315	0.0797012381415157	0.012393915542013	0.0368084359169423	0.869919507166422	0.823164449925019	0.919330212836091	-0.267310777689941	0.10909475658742	0.0150935057251693	0.0540104656523046	0.765435154328558	0.686323948712346	0.853665352318259	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV	106	106	95.1278849056603	73.4657603773585	0.0621446197410253	0.109029528584788	0.159534012763469	0.0857212572934392	0.0641306446791071	0.125961784170517	1.11692631512824	1.05249454466352	1.18530247947725	0.0932772772628212	0.130578339534752	0.475810482844036	0.612466235096892	1.09776607864589	0.963386052491033	1.25089039882772	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	106	106	239.040493773585	230.71040754717	0.0627746757530723	0.109744379951293	-0.143150893193798	0.0643122454201575	0.0270856122219452	0.0626911118564271	0.905539266633498	0.866058786784758	0.946819518406353	-0.209410451249449	0.0999774843518083	0.0374079636555686	0.101890199349145	0.811062265793765	0.73389601040558	0.896342246949914	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
GLYOXYLATE-BYPASS: glyoxylate cycle	104	106	116.052227403846	84.2173835754717	0.0630915959467732	0.109908681278301	0.202391044727872	0.237469749076381	0.395028874309742	0.495545127314765	1.15060372401112	0.975978516087385	1.35647343449282	0.347416653271425	0.175067562122169	0.0485177851125016	0.119001333634146	1.41540633621063	1.18809251341003	1.68621136314981	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-5104: L-isoleucine biosynthesis IV	100	97	17.87694118	21.7944105257732	0.0643259124032485	0.111664347939442	-0.238838529811551	0.390170837791389	0.541108441982095	0.627780447136008	0.847427275907599	0.64662026734223	1.11059461668883	-0.599641116694436	0.193858770536704	0.00227080366463318	0.0134472317630637	0.549008630775057	0.452259166058723	0.666455208176734	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-6293: superpathway of L-cysteine biosynthesis (fungi)	102	97	31.1681767254902	24.0879913505155	0.0656446913986484	0.113553799507136	0.71275563174799	0.377577321376839	0.0604442361835616	0.120157292090709	1.63893158434389	1.26153331882432	2.12923170405301	0.208627673193951	0.181525762346073	0.251825463744412	0.386223675581036	1.23198621163495	1.02747250802256	1.47720743261513	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-5004: superpathway of L-citrulline metabolism	76	69	6.38310044736842	2.99348542028986	0.0673360174478513	0.115879328991336	0.817239191806832	0.535477184015074	0.128467565890683	0.213247508363996	1.76203086016731	1.21567872386812	2.5539253844166	0.340000922792138	0.177322766388531	0.0571794496999907	0.131726489262128	1.40494888703878	1.1766579289213	1.67753203941018	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-5209: methyl-coenzyme M oxidation to CO2	18	9	11.4083096666667	10.9791788888889	0.0674591631247735	0.115879328991336	0.704914415283455	0.407059569427422	0.0847913945370436	0.155978199652099	1.63004796291957	1.2293151757162	2.1614118282321	-0.247686723262734	0.122018515204787	0.0531352660164481	0.125338211225402	0.780604450192122	0.690937962557143	0.88190740801762	TRUE	-	-	-	-	-	-	-	-	-	-	-	-
PWY-6160: 3-dehydroquinate biosynthesis II (archaea)	18	9	12.9815258888889	12.4743755555556	0.0692163942447953	0.118075025476416	0.71644395632128	0.416761248069632	0.0870742353556089	0.157822051582041	1.64312695836183	1.23087367767338	2.19345514512808	-0.323512217841091	0.117604097039052	0.0108923090673176	0.0419224777499484	0.723603117000477	0.643317874779516	0.813907854048451	FALSE	-	-	-	-	-	-	-	-	-	-	-	-
